48,23,75,46,54,33,63,65,66,59,13,10,16,10,11,0
20,21,22,23,42,22,24,21,21,23,66,63,56,58,69,0
67,64,59,61,73,66,32,19,21,26,15,6,5,10,6,0
71,55,76,73,70,76,70,72,73,78,6,16,25,15,16,2
45,62,37,52,69,59,25,25,25,25,10,7,6,13,12,0
52,33,64,60,70,45,62,62,64,65,8,7,8,12,5,0
63,39,47,63,76,54,52,68,65,61,8,15,18,8,5,0
44,28,69,40,71,41,51,56,61,60,12,8,14,10,8,0
51,45,59,64,66,73,72,64,69,74,7,12,24,15,16,0
67,64,59,61,73,66,32,19,21,26,15,6,5,10,6,0
46,39,70,60,48,59,68,67,67,66,6,16,22,15,9,1
62,60,50,68,65,71,40,21,25,23,9,12,16,11,13,0
55,60,60,71,72,52,65,59,71,70,7,9,38,12,5,1
70,60,43,61,80,72,43,24,24,22,11,16,25,12,16,1
64,46,63,63,65,62,67,66,68,67,8,12,24,15,13,1
31,22,64,56,47,60,64,66,67,64,8,11,18,8,14,0
56,52,51,64,68,63,56,58,60,59,5,16,41,15,14,0
41,34,64,58,58,62,59,65,61,58,9,5,10,8,10,0
57,73,68,63,73,68,28,16,28,25,9,14,10,13,15,1